OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length
857,NE 60TH ST,0.04792522,,,Neighborhood Greenway,0,NA,LOCAL,17129,637,,,"(47.67210599500004, -122.30164468399994)",252.827036
858,6TH AVE NW,0.05000383,,,Neighborhood Greenway,0,NA,LOCAL,7961,330,,,"(47.69064043600008, -122.36332043199997)",264.0202159
859,DALLAS AVE S,0.06598569,,,Neighborhood Greenway,0,NA,LOCAL,9879,405,,,"(47.529790106000064, -122.31974643299998)",348.4044615
860,42ND AVE S,0.05074681,,,Neighborhood Greenway,0,NA,LOCAL,6551,276,,,"(47.55267273800007, -122.28076178299995)",267.943172
861,47TH AVE NE,0.08046388,,,Neighborhood Greenway,0,NA,LOCAL,6994,294,,,"(47.65440571000005, -122.27696491799998)",424.8492858
862,N 100TH ST,0.06156533,,,Neighborhood Greenway,0,NA,LOCAL,14959,578,,,"(47.70147413900003, -122.35807505399998)",325.0649605
863,S RIVER ST,0.05359022,,,Neighborhood Greenway,0,NA,LOCAL,21156,764,,,"(47.54355480400005, -122.33190454599998)",282.9563777
864,W WHEELER ST,0.02905883,,,Neighborhood Greenway,0,NA,CITYWIDE,23799,130,,,"(47.64076291600003, -122.37008043599997)",153.4306304
865,37TH AVE SW,0.06498842,,,Neighborhood Greenway,0,NA,LOCAL,5806,255,,,"(47.51748984200003, -122.37954262199997)",343.1388563
866,SUNNYSIDE AVE N,0.08065776,,,Neighborhood Greenway,0,NA,CITYWIDE,13004,788,,,"(47.651945699000066, -122.33029050099998)",425.8729952
867,NE 47TH ST,0.00840066,,,Neighborhood Greenway,0,NA,CITYWIDE,16900,632,,,"(47.66305721200007, -122.30968268099997)",44.35550545
868,1ST AVE NW,0.05000149,,,Neighborhood Greenway,0,NA,LOCAL,1154,678,,,"(47.68838809400006, -122.35797515699994)",264.0078809
869,SW 104TH ST,0.06489516,,,Neighborhood Greenway,0,NA,LOCAL,21619,789,,,"(47.51004201100005, -122.38299140299995)",342.6464488
870,WEST LAURELHURST DR NE,0.10176379,,,Neighborhood Greenway,0,NA,LOCAL,23490,275,,,"(47.65284788000008, -122.27843899199996)",537.1362586
871,NW 114TH ST,0.07604175,,,Sharrow,0,NA,LOCAL,568790,665,,,"(47.71167666200006, -122.36770192799997)",401.255224
872,51ST AVE S,0.04213173,,,Neighborhood Greenway,0,NA,LOCAL,7514,309,,,"(47.54971451100005, -122.26990536499994)",222.4555325
873,GREENWOOD AVE N,0.01562912,,,Neighborhood Greenway,0,NA,LOCAL,10718,390,,,"(47.66684804800008, -122.35539756799994)",82.52175
874,BIGELOW AVE N,0.11838842,,,Neighborhood Greenway,0,NA,CITYWIDE,9266,349,,,"(47.633154725000054, -122.34839168699995)",625.090857
875,S CONOVER WAY,0.05154736,,,Neighborhood Greenway,0,NA,LOCAL,19722,279,,,"(47.56228426200005, -122.28168785499997)",272.1700513
876,W DRAVUS ST,0.06091996,,,Sharrow,0,NA,LOCAL,23216,844,,,"(47.648476162000065, -122.37227342799997)",321.6574066
877,NE 68TH ST,0.04699762,,,Neighborhood Greenway,0,NA,LOCAL,17362,642,,,"(47.67759927700007, -122.27896375099999)",248.1474543
878,CHIEF SEALTH TRL,0.05144995,12/31/2000 12:00:00 AM +0000,Multi-use Trail,,0,MEETS,LOCAL,286936,0,,,"(47.52331385300005, -122.27757383399995)",271.6148707
879,SW BRANDON ST,0.06439415,,,Neighborhood Greenway,0,NA,LOCAL,21890,803,,,"(47.553747232000035, -122.36821489999994)",340.0011308
880,E PINE ST,0.06100788,,,Neighborhood Greenway,0,NA,LOCAL,14643,442,,,"(47.61527437700005, -122.31015321699999)",322.1216323
881,12TH AVE S,0.05281231,12/31/2012 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,1679,0,,,"(47.556393995000064, -122.31716556599997)",278.848971
882,DUWAMISH RIVER TRL,0.16258429,12/31/1990 12:00:00 AM +0000,Multi-use Trail,,0,MEETS,CITYWIDE,286977,0,,,"(47.52482101800007, -122.32232246699999)",857.5585988
883,S JACKSON ST,0.06480144,,,Sharrow,0,NA,LOCAL,508085,745,,,"(47.59919061200003, -122.32102535299998)",342.1516267
884,46TH AVE S,0.17329486,,,Neighborhood Greenway,0,NA,CITYWIDE,6935,292,,,"(47.53156043100006, -122.27447465699998)",914.9968388
885,BOYLSTON AVE E,0.099386,,,Sharrow,0,NA,LOCAL,9390,382,,,"(47.63680809300007, -122.32346824299998)",524.7580657
886,DEXTER AVE N,0.08069228,12/31/2015 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,10074,413,,,"(47.62205574500007, -122.34237158499997)",426.0552153
887,51ST AVE S,0.20059909,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,LOCAL,7533,0,,,"(47.51244230900005, -122.27005004399996)",1059.160657
888,ELLIOTT BAY TRL,0.13808927,12/31/1990 12:00:00 AM +0000,Multi-use Trail,,0,MEETS,CITYWIDE,287056,0,,,"(47.63325487600008, -122.37885330199998)",728.9067943
889,CALIFORNIA AVE SW,0.16007362,12/31/2008 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,9541,0,,,"(47.57931014400003, -122.386621376)",845.1885401
890,FLORENTIA ST,0.04760553,,,Sharrow,0,NA,LOCAL,10460,481,,,"(47.646885637000025, -122.35237284099998)",251.3572102
891,BEACH DR SW,0.07734184,12/31/2007 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,9097,371,,,"(47.56581272300008, -122.40808606099995)",408.3034894
892,N 110TH ST,0.06219743,,,Neighborhood Greenway,0,NA,LOCAL,15047,579,,,"(47.70872838500003, -122.35814822599997)",328.4024061
893,NE 43RD ST,0.05399206,,,Sharrow,0,NA,LOCAL,16811,628,,,"(47.65982286500008, -122.31548087099998)",285.0781027
894,FRANKLIN AVE E,0.06363609,,,Neighborhood Greenway,0,NA,LOCAL,10462,483,,,"(47.63587321700004, -122.32446969799997)",335.9985419
895,NE 115TH ST,0.06255117,,,Neighborhood Greenway,0,NA,LOCAL,16359,616,,,"(47.71195941600007, -122.29065019999996)",330.2701733
896,52ND AVE S,0.0618951,,,Neighborhood Greenway,0,NA,LOCAL,7594,308,,,"(47.54158537600006, -122.26716119599996)",326.806117
897,NW 120TH ST,0.06281013,,,Neighborhood Greenway,0,NA,LOCAL,18204,302,,,"(47.71601822400004, -122.36495377399996)",331.6375104
898,27TH AVE,0.10660945,,,Neighborhood Greenway,0,NA,LOCAL,3992,202,,,"(47.610012975000075, -122.29753909199997)",562.8979221
899,3RD AVE W,0.05877433,,,Sharrow,0,NA,LOCAL,4562,267,,,"(47.64410188800008, -122.36090216299999)",310.3284619
900,E PINE ST,0.04941881,,,Neighborhood Greenway,0,NA,LOCAL,14658,442,,,"(47.615261202000056, -122.29134820799999)",260.9313011
901,E REPUBLICAN ST,0.05983834,,,Neighborhood Greenway,0,NA,CITYWIDE,14694,444,,,"(47.623137695000025, -122.32531182899999)",315.9464571
902,28TH AVE NW,0.04924265,,,Neighborhood Greenway,0,NA,LOCAL,4154,207,,,"(47.68025759600005, -122.39299719699994)",260.0012037
903,NE 104TH PL,0.07081335,,,Neighborhood Greenway,0,NA,CITYWIDE,16205,655,,,"(47.70418260100007, -122.28075089899994)",373.6695439
904,NE 75TH ST,0.05095799,,,"In Street, Minor Separation",0,NA,LOCAL,17512,369,,,"(47.683059411000045, -122.31317139099997)",269.0581741
905,NE 97TH ST,0.05681908,,,Neighborhood Greenway,0,NA,CITYWIDE,17939,655,,,"(47.69934515300008, -122.27894538799995)",300.0047571
906,NW 60TH ST,0.02839026,,,Neighborhood Greenway,0,NA,LOCAL,18513,112,,,"(47.67235519400003, -122.37075076999997)",149.9005976
907,SW CHARLESTOWN ST,0.03545334,,,"In Street, Minor Separation",0,NA,LOCAL,21975,804,,,"(47.57033604800006, -122.39878575799997)",187.1936609
908,AIRPORT SB WAY S,0.02977144,,,"In Street, Major Separation",0,NA,CITYWIDE,351261,355,,,"(47.59056225900008, -122.32276674299999)",157.1932076
909,14TH AVE E,0.08063492,,,Neighborhood Greenway,0,NA,LOCAL,1857,126,,,"(47.61995563000005, -122.31431663899997)",425.7523785
910,NE 107TH ST,0.08709808,,,Neighborhood Greenway,0,NA,LOCAL,16267,197,,,"(47.706641012000034, -122.306213276)",459.8778526
911,NE 135TH ST,0.0232645,,,Neighborhood Greenway,0,NA,LOCAL,16592,623,,,"(47.726534901000036, -122.29915124899998)",122.8365793
912,S ALASKA ST,0.08654993,,,Neighborhood Greenway,0,NA,CITYWIDE,19291,769,,,"(47.561142234000044, -122.30693729699999)",456.9836102
913,SW HOLDEN ST,0.06033812,,,"In Street, Major Separation",0,NA,CITYWIDE,22366,507,,,"(47.534118068000055, -122.35279413399996)",318.5852842
914,15TH AVE NE,0.06739306,,,"In Street, Minor Separation",0,NA,LOCAL,2080,141,,,"(47.71035731200004, -122.31243181199994)",355.8353509
915,29TH AVE E,0.07224046,,,Neighborhood Greenway,0,NA,CITYWIDE,4280,199,,,"(47.624207252000076, -122.29511736299997)",381.4296211
916,LAKE WASHINGTON BLVD E,0.16238544,,,"In Street, Minor Separation",0,NA,LOCAL,11200,564,,,"(47.617655298000045, -122.28161409999996)",856.1930252
917,REPUBLICAN ST,0.05985139,,,"In Street, Minor Separation",0,NA,LOCAL,12566,700,,,"(47.62311600500004, -122.33299987599997)",316.0153285
918,E CHERRY ST,0.09200249,,,"In Street, Minor Separation",0,NA,LOCAL,13880,422,,,"(47.60806611500004, -122.318749148)",485.7730609
919,NE 103RD ST,0.12599489,,,Neighborhood Greenway,0,NA,LOCAL,16186,612,,,"(47.703140321000035, -122.32314836999996)",665.250664
920,NE 60TH ST,0.02784285,,,Neighborhood Greenway,0,NA,LOCAL,17138,637,,,"(47.672148562000075, -122.29384813399997)",147.010267
921,NE 65TH ST,0.05606402,,,"In Street, Major Separation",0,NA,CITYWIDE,17265,639,,,"(47.67579369400005, -122.31313121)",296.0180479
922,NE 68TH ST,0.04925341,,,Neighborhood Greenway,0,NA,CITYWIDE,17348,641,,,"(47.67759623000006, -122.29514341899994)",260.0580217
923,S FOREST ST,0.06095663,,,Neighborhood Greenway,0,NA,LOCAL,20040,726,,,"(47.57775711800008, -122.31466383799994)",321.8510015
924,S HOLLY ST,0.1393308,,,Neighborhood Greenway,0,NA,LOCAL,20354,740,,,"(47.54249487800007, -122.29027166799995)",735.666625
925,S HUDSON ST,0.01572024,,,Neighborhood Greenway,0,NA,LOCAL,20446,291,,,"(47.55704906900007, -122.27569636199996)",83.00286125
926,S ORCAS ST,0.06931847,,,Neighborhood Greenway,0,NA,LOCAL,20969,337,,,"(47.55186798900007, -122.32834514999996)",366.0015128
927,38TH AVE SW,0.12487159,,,Neighborhood Greenway,0,NA,LOCAL,5939,807,,,"(47.55020422000007, -122.38037026799998)",659.3220058
928,FRANKLIN AVE E,0.04773363,,,Neighborhood Greenway,0,NA,LOCAL,10469,483,,,"(47.64699202600008, -122.32340227799995)",252.0335576
929,N 135TH ST,0.06329778,,,Neighborhood Greenway,0,NA,LOCAL,15187,366,,,"(47.72685306600005, -122.33555461699996)",334.2122531
930,W MCGRAW PL,0.03420364,,,Sharrow,0,NA,LOCAL,23546,565,,,"(47.64143308000007, -122.35766423999996)",180.2928735
931,N 42ND ST,0.02776109,,,Neighborhood Greenway,0,NA,LOCAL,15454,594,,,"(47.65772570900003, -122.35726144299997)",146.5785466
932,SW ANDOVER ST,0.06177818,,,Neighborhood Greenway,0,NA,LOCAL,21762,798,,,"(47.56836336500004, -122.37744440699998)",326.1887844
933,8TH AVE W,0.03265229,,,Sharrow,0,NA,LOCAL,8487,844,,,"(47.64311302100003, -122.36755010499996)",172.4026447
934,SW ANDOVER ST,0.06051002,,,Neighborhood Greenway,0,NA,LOCAL,21761,799,,,"(47.56835680900008, -122.37615024599995)",319.4929023
935,E DENNY WAY,0.02577303,,,Neighborhood Greenway,0,NA,CITYWIDE,13953,424,,,"(47.618745328000045, -122.32007229299995)",136.0816024
936,N 46TH ST,0.05568005,,,Neighborhood Greenway,0,NA,CITYWIDE,15575,569,,,"(47.66262176400005, -122.33134515499995)",293.9906665
937,NE 65TH ST,0.04898243,,,Sharrow,0,NA,LOCAL,17271,869,,,"(47.67577850100008, -122.30651871499998)",258.6272346
938,E HARRISON ST,0.05492442,,,Neighborhood Greenway,0,NA,CITYWIDE,14122,431,,,"(47.62249564100006, -122.29315462699998)",290.0009477
939,WEST LAURELHURST DR NE,0.11212269,,,Neighborhood Greenway,0,NA,LOCAL,23491,275,,,"(47.65412290800003, -122.27948446099998)",591.3373438
940,SW MYRTLE ST,0.05762168,,,Neighborhood Greenway,0,NA,LOCAL,22609,198,,,"(47.53915053900005, -122.36160901399995)",304.2424479
941,W FLORENTIA ST,0.11887111,,,Sharrow,0,NA,LOCAL,23314,481,,,"(47.64689351800007, -122.35818889999996)",627.639436
942,40TH AVE E,0.01973946,,,Neighborhood Greenway,0,NA,CITYWIDE,6302,260,,,"(47.636973641000054, -122.28200093699996)",104.0001573
943,RENTON AVE S,0.14117299,,,Neighborhood Greenway,0,NA,LOCAL,12498,236,,,"(47.56803158800005, -122.29426767799998)",745.3934067
944,14TH AVE,0.08075575,,,Neighborhood Greenway,0,NA,LOCAL,1853,126,,,"(47.61528200200007, -122.31424237499999)",426.3903795
945,45TH AVE NE,0.12232652,,,Neighborhood Greenway,0,NA,CITYWIDE,6815,655,,,"(47.699348540000074, -122.28003401999996)",645.8840183
946,STONE AVE N,0.05016732,,,Neighborhood Greenway,0,NA,LOCAL,12935,786,,,"(47.69707271100003, -122.34190338899998)",264.8834483
947,NE 68TH ST,0.05128527,,,Neighborhood Greenway,0,NA,CITYWIDE,17344,641,,,"(47.677593536000074, -122.29954712799997)",270.7862421
948,SENECA ST,0.06441161,12/31/2012 12:00:00 AM +0000,Sharrow,,,,,12784,,,,"(47.61215849700005, -122.32311343999999)",340.0933266
949,42ND AVE SW,0.07575878,,,Neighborhood Greenway,0,NA,LOCAL,6592,280,,,"(47.57125107300004, -122.38567239899999)",400.0063653
950,15TH AVE NE,0.06279575,,,"In Street, Minor Separation",0,NA,LOCAL,2073,141,,,"(47.701250112000025, -122.31225374699994)",331.5615399
951,NW 70TH ST,0.04735095,,,Neighborhood Greenway,0,NA,LOCAL,18697,670,,,"(47.67956303100004, -122.35742428699996)",250.0130285
952,36TH AVE SW,0.12403387,,,Neighborhood Greenway,0,NA,LOCAL,5639,255,,,"(47.521078844000044, -122.37810036699994)",654.8988278
953,27TH AVE NE,0.14936098,,,Neighborhood Greenway,0,NA,LOCAL,4010,204,,,"(47.669987578000075, -122.29851631799994)",788.6259835
954,12TH AVE NE,0.02380437,,,Neighborhood Greenway,0,NA,LOCAL,1610,197,,,"(47.70676333100005, -122.31537474199996)",125.5442376
955,NE 60TH ST,0.0350628,,,Neighborhood Greenway,0,NA,LOCAL,17136,637,,,"(47.67214887800003, -122.29505786299995)",185.1315644
956,NE 115TH ST,0.06300982,,,"In Street, Minor Separation",0,NA,LOCAL,16358,615,,,"(47.71197181200006, -122.29200146399995)",332.6918352
957,LAKESIDE AVE S,0.04107214,,,"In Street, Minor Separation",0,NA,LOCAL,11259,531,,,"(47.59964235000007, -122.28632398199994)",216.7111356
958,NW 70TH ST,0.02074804,,,Neighborhood Greenway,0,NA,LOCAL,18712,670,,,"(47.67954675500005, -122.36938204699999)",109.5496747
959,STONE AVE N,0.02467984,,,Neighborhood Greenway,0,NA,LOCAL,12925,572,,,"(47.688381098000036, -122.34181494099994)",130.309552
960,S SPOKANE NR ST,0.00997382,,,"In Street, Minor Separation",0,NA,LOCAL,21310,414,,,"(47.57170032700003, -122.33968006799995)",52.66176172
961,NE 85TH ST,0.06380146,,,Neighborhood Greenway,0,NA,CITYWIDE,17701,163,,,"(47.69043951300006, -122.32838750199994)",336.8717252
962,SW ADMIRAL WAY,0.08601438,,,"In Street, Minor Separation",0,NA,LOCAL,21710,794,,,"(47.579372231000036, -122.39414708399994)",453.8239353
963,S ORCAS ST,0.02659489,,,"In Street, Minor Separation",0,NA,LOCAL,613379,762,,,"(47.55092517600008, -122.29825444099998)",140.4210311
964,3RD AVE W,0.06020728,,,Neighborhood Greenway,0,NA,CITYWIDE,4548,270,,,"(47.62958578100006, -122.36053057199996)",317.8944208
965,KEYSTONE PL N,0.05636995,,,Neighborhood Greenway,0,NA,LOCAL,11121,514,,,"(47.66793445700006, -122.33249733299999)",297.6333363
966,15TH AVE NE,0.10608192,,,"In Street, Minor Separation",0,NA,LOCAL,2037,140,,,"(47.66489281100007, -122.31193741899995)",560.1125378
967,NE 130TH ST,0.12522026,,,"In Street, Major Separation",0,NA,CITYWIDE,16537,583,,,"(47.72316551600005, -122.32891834799995)",661.1629563
968,NE 65TH ST,0.05000833,,,"In Street, Major Separation",0,NA,CITYWIDE,17268,639,,,"(47.675781510000036, -122.30978619999996)",264.0439765
969,LAKE WASHINGTON BLVD S,0.13929915,,,"In Street, Minor Separation",0,NA,LOCAL,11246,763,,,"(47.55104977900004, -122.25934300299997)",735.4991662
970,AIRPORT WAY S,0.05587369,,,"In Street, Major Separation",0,NA,CITYWIDE,8686,357,,,"(47.56201891000006, -122.32304718699999)",295.0130371
971,EASTLAKE AVE E,0.07810411,,,"In Street, Major Separation",0,NA,CITYWIDE,10180,466,,,"(47.64449321800004, -122.32588269599995)",412.3896962
972,MERIDIAN AVE N,0.01615929,,,"In Street, Minor Separation",0,NA,LOCAL,11794,568,,,"(47.66263190400008, -122.33373924999995)",85.32103313
973,MERIDIAN AVE N,0.03487123,,,"In Street, Major Separation",0,NA,CITYWIDE,11793,569,,,"(47.66212715000006, -122.33374356499996)",184.1201039
974,NE 65TH ST,0.033664,,,"In Street, Minor Separation",0,NA,LOCAL,17315,872,,,"(47.67574974900003, -122.26889998899998)",177.745895
975,N 90TH ST,0.05020134,,,"In Street, Minor Separation",0,NA,LOCAL,16008,610,,,"(47.69418567000008, -122.34456497099995)",265.0040469
976,STONE AVE N,0.04996672,,,Neighborhood Greenway,0,NA,LOCAL,12928,572,,,"(47.68981882700007, -122.34182357599997)",263.824274
977,N 83RD ST,0.12563697,,,Neighborhood Greenway,0,NA,CITYWIDE,15938,608,,,"(47.68911218000005, -122.35260268899998)",663.3631922
978,NE 45TH ST,0.02946879,,,"In Street, Minor Separation",0,NA,LOCAL,16872,630,,,"(47.66128894000008, -122.27730542599994)",155.5952192
979,NE 55TH ST,0.05346597,,,Neighborhood Greenway,0,NA,LOCAL,17036,635,,,"(47.66854168200007, -122.30941622699999)",282.3003105
980,NE 65TH ST,0.02572211,,,"In Street, Major Separation",0,NA,CITYWIDE,17257,638,,,"(47.67586707700008, -122.32185222499999)",135.8127357
981,S DAWSON ST,0.08335808,,,Neighborhood Greenway,0,NA,LOCAL,19808,721,,,"(47.555206455000075, -122.27441944799995)",440.1306503
982,S HOLLY ST,0.07672447,,,Neighborhood Greenway,0,NA,CITYWIDE,20362,293,,,"(47.54244287000006, -122.279748085)",405.1052022
983,S JUDKINS ST,0.02608696,,,Neighborhood Greenway,0,NA,LOCAL,20520,200,,,"(47.592066584000065, -122.29905529599995)",137.7391268
984,W COMMODORE WAY,0.13154078,,,"In Street, Minor Separation",0,NA,LOCAL,23166,180,,,"(47.66089266700004, -122.38747886199997)",694.5353411
985,13TH AVE S,0.10396422,,,Neighborhood Greenway,0,NA,CITYWIDE,1772,736,,,"(47.58843686200004, -122.31598134399997)",548.9310848
986,AIRPORT WAY S,0.20307868,,,"In Street, Major Separation",0,NA,CITYWIDE,8697,358,,,"(47.54858799400006, -122.31597508399994)",1072.252959
987,ASHWORTH AVE N,0.0948734,,,Neighborhood Greenway,0,NA,LOCAL,8883,880,,,"(47.71703965000006, -122.339513695)",500.9304231
988,NE 63RD ST,0.12684927,,,Neighborhood Greenway,0,NA,LOCAL,17215,603,,,"(47.674399452000046, -122.32817890899997)",669.7641664
989,32ND AVE W,0.03315224,,,"In Street, Major Separation",0,NA,CITYWIDE,5079,231,,,"(47.63955745700008, -122.39833708799995)",175.0438123
990,37TH AVE NE,0.12590901,,,Neighborhood Greenway,0,NA,CITYWIDE,5715,257,,,"(47.72827378300008, -122.28825941399998)",664.7995882
991,46TH AVE S,0.08047449,,,Neighborhood Greenway,0,NA,LOCAL,6906,291,,,"(47.558213926000064, -122.27570578599995)",424.9053073
992,EASTLAKE AVE E,0.10224219,,,"In Street, Major Separation",0,NA,CITYWIDE,10176,467,,,"(47.63824706200006, -122.32589535599999)",539.8387718
993,GREENWOOD AVE N,0.03499107,,,Neighborhood Greenway,0,NA,LOCAL,10710,390,,,"(47.662375859000065, -122.35542945499998)",184.7528446
994,SENECA ST,0.06096574,12/31/2012 12:00:00 AM +0000,Sharrow,,,,,12781,,,,"(47.610765435000076, -122.32644427199995)",321.8991229
995,N 130TH ST,0.06355211,,,"In Street, Major Separation",0,NA,CITYWIDE,15154,582,,,"(47.72324761700003, -122.35825040999998)",335.5551533
996,N 100TH ST,0.06249635,,,Neighborhood Greenway,0,NA,LOCAL,14960,578,,,"(47.70146766500005, -122.35675494599997)",329.9807266
997,20TH AVE NE,0.0942736,,,Neighborhood Greenway,0,NA,LOCAL,2967,169,,,"(47.66933890800004, -122.30649516799997)",497.741873
998,4TH AVE N,0.05641748,,,Neighborhood Greenway,0,NA,LOCAL,6164,299,,,"(47.63996728700005, -122.34959999699998)",297.8840085
999,E THOMAS ST,0.03128017,,,Neighborhood Greenway,0,NA,LOCAL,14850,103,,,"(47.62108539900004, -122.31955777499996)",165.1593032
1000,S FOREST ST,0.06096994,,,Neighborhood Greenway,0,NA,LOCAL,20041,726,,,"(47.57775317100004, -122.31335986699997)",321.921281
1001,7TH AVE S,0.05508235,,,Neighborhood Greenway,0,NA,LOCAL,8224,337,,,"(47.551854769000045, -122.32387297799994)",290.8347997
1002,FEDERAL AVE E,0.06127331,,,Neighborhood Greenway,0,NA,LOCAL,10427,103,,,"(47.621090149000054, -122.31888810899994)",323.5230903
1003,CORLISS AVE N,0.12589037,,,Neighborhood Greenway,0,NA,LOCAL,9810,402,,,"(47.73229347500006, -122.33156657499995)",664.7011421
1004,SW THISTLE ST,0.05960074,,,Neighborhood Greenway,0,NA,LOCAL,22877,832,,,"(47.52831833100004, -122.34930669899995)",314.6918989
1005,N 135TH ST,0.06280897,,,Neighborhood Greenway,0,NA,LOCAL,15184,366,,,"(47.72685592600004, -122.33960684999994)",331.6313371
1006,NW 42ND ST,0.02912944,,,Neighborhood Greenway,0,NA,LOCAL,18299,594,,,"(47.65776013200008, -122.35777231799995)",153.8034457
1007,S KENYON ST,0.05599949,,,Neighborhood Greenway,0,NA,LOCAL,20584,747,,,"(47.531582409000066, -122.26999041999994)",295.6772964
1008,S WASHINGTON ST,0.06096812,,,Neighborhood Greenway,0,NA,LOCAL,21489,772,,,"(47.600883184000054, -122.33418152699994)",321.9116532
1009,STONE AVE N,0.12519848,,,Neighborhood Greenway,0,NA,LOCAL,12941,786,,,"(47.703235422000034, -122.34198019999997)",661.0479765
1010,E MCGILVRA ST,0.03097683,,,Neighborhood Greenway,0,NA,LOCAL,14458,437,,,"(47.64072528200006, -122.28202316999995)",163.5576859
1011,E PIKE ST,0.06103697,,,Neighborhood Greenway,0,NA,CITYWIDE,14609,149,,,"(47.61410616300003, -122.31016054499997)",322.2752101
1012,NE 38TH ST,0.01894707,,,Neighborhood Greenway,0,NA,LOCAL,16720,294,,,"(47.65557042100005, -122.27695903899996)",100.040541
1013,NE 47TH ST,0.05303018,,,Neighborhood Greenway,0,NA,CITYWIDE,16902,632,,,"(47.66305808200008, -122.30835419999994)",279.9993524
