,OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length,BG_geoid,BG_label
1253,1254,12TH AVE NE,0.12515452,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,1569.0,117.0,,,"(47.66310579700007, -122.31526272099995)",660.8158762,530330053012,Blkgrp 0053012
1254,1255,9TH AVE N,0.08072256,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,8530.0,351.0,,,"(47.61971048400005, -122.33977842899998)",426.2151418,530330072001,Blkgrp 0072001
1255,1256,M L KING JR WAY S,0.11524175,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,11501.0,554.0,,,"(47.60086375900005, -122.29693632499999)",608.4762215,530330089003,Blkgrp 0089003
1256,1257,12TH AVE NE,0.04998253,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,1582.0,116.0,,,"(47.67730497200006, -122.31568058499994)",263.907761,530330026003,Blkgrp 0026003
1257,1258,WOODLAND PL N,0.05114949,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,UPGRADE,LOCAL,13645.0,471.0,,,"(47.67531669500005, -122.34767761399996)",270.0692914,530330035002,Blkgrp 0035002
1258,1259,NE 45TH ST,0.06347374,12/31/2007 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,16868.0,630.0,,,"(47.66127500400006, -122.28274321699996)",335.1413232,530330041004,Blkgrp 0041004
1259,1260,NE 65TH ST,0.03611704,,,"In Street, Minor Separation",0.0,,LOCAL,17286.0,869.0,,,"(47.67578026600006, -122.29403814099999)",190.69799719999997,530330042005,Blkgrp 0042005
1260,1261,12TH AVE NE,0.1250145,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,1573.0,117.0,,,"(47.66943487900005, -122.31519086599997)",660.0765471,530330044002,Blkgrp 0044002
1261,1262,4TH AVE,0.08067481,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,6139.0,297.0,,,"(47.61460039800005, -122.34263408699996)",425.96299580000004,530330072001,Blkgrp 0072001
1262,1263,M L KING JR WAY,0.03772944,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,11484.0,541.0,,,"(47.606172756000035, -122.29678852399996)",199.2114604,530330088002,Blkgrp 0088002
1263,1264,S ROXBURY ST,0.05277778,,,"In Street, Minor Separation",0.0,,LOCAL,21210.0,765.0,,,"(47.51678717300007, -122.25935332599994)",278.66666150000003,530330118002,Blkgrp 0118002
1264,1265,LOYAL WAY NW,0.08749621,,,"In Street, Minor Separation",0.0,,LOCAL,11468.0,540.0,,,"(47.68832493900004, -122.39574083899998)",461.86221839999996,530330031005,Blkgrp 0031005
1265,1266,W RAYE ST,0.06212151,,,Neighborhood Greenway,0.0,,CITYWIDE,23678.0,181.0,,,"(47.643465493000065, -122.38893755699996)",328.0015816,530330058023,Blkgrp 0058023
1266,1267,15TH AVE NE,0.06851795,,,"In Street, Minor Separation",0.0,,LOCAL,2059.0,132.0,,,"(47.687516455000036, -122.31217262999996)",361.7747825,530330026004,Blkgrp 0026004
1267,1268,27TH AVE NE,0.05119026,,,Neighborhood Greenway,0.0,,LOCAL,4006.0,204.0,,,"(47.667118697000035, -122.29850049499998)",270.28458589999997,530330043011,Blkgrp 0043011
1268,1269,LAKE WASHINGTON BLVD E,0.0332728,12/31/2012 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,11205.0,521.0,,,"(47.62309531100004, -122.28649987899996)",175.6803955,530330063002,Blkgrp 0063002
1269,1270,MAGNOLIA BLVD W,0.15225565,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,11608.0,557.0,,,"(47.63590662300004, -122.399433983)",803.6212254,530330056003,Blkgrp 0056003
1270,1271,YESLER WAY,0.0226458,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,13758.0,676.0,,,"(47.60172456400005, -122.33603405699995)",119.5698404,530330092002,Blkgrp 0092002
1271,1272,S HANFORD ST,0.044635900000000006,,,Neighborhood Greenway,0.0,,LOCAL,20186.0,730.0,,,"(47.57508585900007, -122.30632922199999)",235.6775361,530330100024,Blkgrp 0100024
1272,1273,S JACKSON ST,0.02855658,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,20508.0,744.0,,,"(47.59919424100008, -122.29441168399995)",150.7787615,530330089003,Blkgrp 0089003
1273,1274,32ND AVE NW,0.26472729,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,5002.0,229.0,,,"(47.68674100700008, -122.39831422799995)",1397.759532,530330031005,Blkgrp 0031005
1274,1275,35TH AVE W,0.12554645,,,Neighborhood Greenway,0.0,,LOCAL,5507.0,252.0,,,"(47.64318442500007, -122.40233753399997)",662.8852797999999,530330056004,Blkgrp 0056004
1275,1276,AIRPORT WAY S,0.06489013,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,8655.0,303.0,,,"(47.593278558000065, -122.32449983299995)",342.61656339999996,530330093001,Blkgrp 0093001
1276,1277,GREEN LAKE DR N,0.08080102,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10684.0,495.0,,,"(47.68838638600005, -122.34315679799994)",426.62938539999993,530330027004,Blkgrp 0027004
1277,1278,N 83RD ST,0.12561526,,,Neighborhood Greenway,0.0,,CITYWIDE,15939.0,608.0,,,"(47.68911164800005, -122.34990930199996)",663.2485882,530330028004,Blkgrp 0028004
1278,1279,NE 70TH ST,0.05718333,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,17381.0,643.0,,,"(47.67949498400003, -122.31996824699996)",301.9279912,530330036001,Blkgrp 0036001
1279,1280,SW ADMIRAL WAY,0.0600115,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,21702.0,792.0,,,"(47.58117585600007, -122.38388873999997)",316.8607159,530330096002,Blkgrp 0096002
1280,1281,1ST AVE N,0.06038309,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,1030.0,156.0,,,"(47.624578246000056, -122.355403922)",318.8227266,530330070003,Blkgrp 0070003
1281,1282,6TH AVE S,0.05094045,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,8017.0,332.0,,,"(47.55338439600007, -122.32687538299996)",268.965584,530330109002,Blkgrp 0109002
1282,1283,EASTLAKE AVE NE,0.04784411,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10187.0,111.0,,,"(47.656881604000034, -122.31717634499995)",252.61690159999998,530330053021,Blkgrp 0053021
1283,1284,ROOSEVELT WAY NE,0.04848465,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,12620.0,703.0,,,"(47.67947022100003, -122.31741341599997)",255.9989756,530330026002,Blkgrp 0026002
1284,1285,11TH AVE NW,0.05037472,,,Neighborhood Greenway,0.0,,LOCAL,1428.0,112.0,,,"(47.66219939000007, -122.37076844999996)",265.9784993,530330047002,Blkgrp 0047002
1285,1286,M L KING JR WAY S,0.08107556,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,11502.0,554.0,,,"(47.59923284000007, -122.29741468199995)",428.0789494,530330089003,Blkgrp 0089003
1286,1287,E UNION ST,0.06077638,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,14905.0,452.0,,,"(47.61293563000004, -122.29750018199996)",320.8992919,530330088001,Blkgrp 0088001
1287,1288,48TH AVE SW,0.0678159,,,Neighborhood Greenway,0.0,,LOCAL,7137.0,296.0,,,"(47.58034446000005, -122.39301740499997)",358.0679372,530330097021,Blkgrp 0097021
1288,1289,GREEN LAKE DR N,0.08056227,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10683.0,495.0,,,"(47.687656710000056, -122.34180961699997)",425.368763,530330027004,Blkgrp 0027004
1289,1290,NW 80TH ST,0.05762666,,,"In Street, Minor Separation",0.0,,LOCAL,18915.0,672.0,,,"(47.68675607100005, -122.395734404)",304.26877149999996,530330031005,Blkgrp 0031005
1290,1291,SW MORGAN ST,0.05724335,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,22589.0,823.0,,,"(47.54465308200008, -122.37253412799998)",302.218345,530330107023,Blkgrp 0107023
1291,1292,1ST AVE N,0.08066219,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,1026.0,156.0,,,"(47.619768133000036, -122.35544337799996)",425.89638770000005,530330071002,Blkgrp 0071002
1292,1293,2ND AVE,0.08071862,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,2764.0,216.0,,,"(47.61403982300004, -122.34565345599998)",426.1943291,530330080012,Blkgrp 0080012
1293,1294,WALLINGFORD AVE N,0.1020614,12/31/2007 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,13364.0,856.0,,,"(47.65050156700005, -122.33632368899998)",538.8841977000001,530330054002,Blkgrp 0054002
1294,1295,W GALER ST,0.04911583,,,Multi-use Trail,0.0,,CITYWIDE,23355.0,558.0,,,"(47.63162512300005, -122.37671339199994)",259.035807,530330058023,Blkgrp 0058023
1295,1296,20TH AVE NW,0.02338717,,,Multi-use Trail,0.0,,CITYWIDE,3013.0,171.0,,,"(47.66402414600003, -122.38247919799994)",123.4842795,530330047004,Blkgrp 0047004
1296,1297,4TH AVE,0.08069052,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,6129.0,298.0,,,"(47.608227922000026, -122.33486632799998)",426.0459301,530330081002,Blkgrp 0081002
1297,1298,PHINNEY AVE N,0.04690623,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,12147.0,679.0,,,"(47.66639479600008, -122.35442514599998)",247.6648814,530330035003,Blkgrp 0035003
1298,1299,2ND AVE,0.05793702,12/31/2014 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,CITYWIDE,2754.0,215.0,,,"(47.605872617000045, -122.33578172399996)",305.907453,530330081002,Blkgrp 0081002
1299,1300,ROOSEVELT WAY NE,0.05037112,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,12617.0,703.0,,,"(47.677283328000044, -122.31738326399994)",265.95953990000004,530330026003,Blkgrp 0026003
1300,1301,GREENWOOD AVE N,0.0502108,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10746.0,496.0,,,"(47.686215109000045, -122.35529915999996)",265.11304440000004,530330029001,Blkgrp 0029001
1301,1302,28TH AVE NW,0.08648413,,,Multi-use Trail,0.0,,CITYWIDE,4135.0,208.0,,,"(47.66740310800003, -122.39283266799998)",456.63616720000005,530330032003,Blkgrp 0032003
1302,1303,AIRPORT WAY S,0.12328106,,,"In Street, Major Separation",0.0,,CITYWIDE,8688.0,357.0,,,"(47.55980818000006, -122.32326997399997)",650.8762268999999,530330093003,Blkgrp 0093003
1303,1304,NW 58TH ST,0.04947582,,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,18487.0,0.0,,,"(47.67087956600005, -122.36079290699996)",261.2323383,530330034003,Blkgrp 0034003
1304,1305,S ALBRO PL,0.04427092,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,19328.0,711.0,,,"(47.54602306900006, -122.31688463299997)",233.7504502,530330109002,Blkgrp 0109002
1305,1306,SYLVAN WAY SW,0.19899863,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,13061.0,823.0,,,"(47.54283236800006, -122.370607458)",1050.621697,530330107012,Blkgrp 0107012
1306,1307,THACKERAY PL NE,0.0870337,12/31/2011 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,13125.0,536.0,,,"(47.65769660800004, -122.32623232899999)",459.53792239999996,530330052003,Blkgrp 0052003
1307,1308,WALLINGFORD AVE N,0.075976,12/31/2007 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,13372.0,856.0,,,"(47.660311912000054, -122.33619130799997)",401.1532641,530330051001,Blkgrp 0051001
1308,1309,YESLER WAY,0.04159474,12/31/2009 12:00:00 AM +0000,"In Street, Major Separation","In Street, Minor Separation",0.0,UPGRADE,LOCAL,13763.0,676.0,,,"(47.60172073600006, -122.33287370599999)",219.6202313,530330092002,Blkgrp 0092002
1309,1310,E REPUBLICAN ST,0.04908551,,,Neighborhood Greenway,0.0,,CITYWIDE,14699.0,444.0,,,"(47.623125499000025, -122.31990663299996)",259.171491,530330075003,Blkgrp 0075003
1310,1311,S MORGAN ST,0.05678718,,,Neighborhood Greenway,0.0,,LOCAL,20869.0,740.0,,,"(47.54433924300008, -122.29151866799998)",299.8362867,530330110011,Blkgrp 0110011
1311,1312,S ORCAS ST,0.06967355,,,"In Street, Minor Separation",0.0,,LOCAL,20998.0,760.0,,,"(47.55115881800003, -122.27413683299994)",367.8763495,530330102003,Blkgrp 0102003
1312,1313,42ND AVE SW,0.12565043,,,Neighborhood Greenway,0.0,,LOCAL,6601.0,280.0,,,"(47.557488541000055, -122.38549435299996)",663.4342759,530330105004,Blkgrp 0105004
1313,1314,12TH AVE NE,0.04850693,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,1585.0,116.0,,,"(47.679452164000054, -122.315667599)",256.1166062,530330026002,Blkgrp 0026002
1314,1315,RAINIER AVE S,0.02322987,,,"In Street, Major Separation",0.0,,CITYWIDE,12356.0,692.0,,,"(47.58690985700008, -122.30468333799996)",122.65363529999999,530330094002,Blkgrp 0094002
1315,1316,LATONA AVE NE,0.12567687,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,11295.0,0.0,,,"(47.66134408800008, -122.32510772899997)",663.5738727999999,530330052004,Blkgrp 0052004
1316,1317,E CHERRY ST,0.06096677,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,13883.0,0.0,,,"(47.60804797900005, -122.31415231799997)",321.9045329,530330086001,Blkgrp 0086001
1317,1318,12TH AVE,0.06856888,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,1523.0,0.0,,,"(47.60169336800004, -122.31678189399997)",362.0436722,530330091001,Blkgrp 0091001
1318,1319,15TH AVE S,0.05869959,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,2139.0,0.0,,,"(47.584544350000044, -122.313379011)",309.9338418,530330094003,Blkgrp 0094003
1319,1320,S DEARBORN ST,0.06098161,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,CITYWIDE,19829.0,722.0,,,"(47.59583330500004, -122.32376363099996)",321.98287949999997,530330091001,Blkgrp 0091001
1320,1321,NW 58TH ST,0.05036832,12/31/2012 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,18489.0,0.0,,,"(47.670883296000056, -122.36293286299997)",265.9447085,530330034003,Blkgrp 0034003
1321,1322,M L KING JR WAY S,0.07955895,,,"In Street, Major Separation",0.0,,CITYWIDE,11516.0,543.0,,,"(47.58364221100004, -122.29814456999998)",419.93239819999997,530330095002,Blkgrp 0095002
1322,1323,MADRONA DR,0.02903159,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,11600.0,425.0,,,"(47.61761432000003, -122.28456706499998)",153.1447436,530330078004,Blkgrp 0078004
1323,1324,31ST AVE S,0.04710395,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,4841.0,0.0,,,"(47.58515200900007, -122.29299828399996)",248.7088454,530330095001,Blkgrp 0095001
1324,1325,E UNION ST,0.05416804,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,14907.0,0.0,,,"(47.61294414200006, -122.29373734499995)",286.0072513,530330077001,Blkgrp 0077001
1325,1326,NICKERSON ST,0.10858034,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,11967.0,0.0,,,"(47.64954059100006, -122.35716836799998)",573.3042075000001,530330060004,Blkgrp 0060004
1326,1327,5TH AVE NE,0.02706808,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,7308.0,0.0,,,"(47.68278426100005, -122.32289701599996)",142.91943700000002,530330036002,Blkgrp 0036002
1327,1328,51ST AVE S,0.01621781,,"In Street, Minor Separation",,0.0,MEETS,LOCAL,7525.0,0.0,,,"(47.52014716100007, -122.26971899099999)",85.63001616,530330118006,Blkgrp 0118006
1328,1329,CHERRY ST,0.061004199999999995,12/31/2012 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9662.0,0.0,,,"(47.60394844000007, -122.330952062)",322.1021647,530330081002,Blkgrp 0081002
1329,1330,5TH AVE N,0.08061645,,,"In Street, Major Separation",0.0,,CITYWIDE,7252.0,319.0,,,"(47.62090802500006, -122.34760131299998)",425.6548718,530330071002,Blkgrp 0071002
1330,1331,ELLIOTT AVE,0.057923300000000004,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,10204.0,0.0,,,"(47.61281476600004, -122.34953250099994)",305.8350171,530330080022,Blkgrp 0080022
1331,1332,GREENWOOD AVE N,0.05005262,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,10762.0,0.0,,,"(47.702910065000026, -122.35543002399999)",264.2778121,530330017021,Blkgrp 0017021
1332,1333,5TH AVE NE,0.02249866,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,7317.0,0.0,,,"(47.688628236000056, -122.32297627799994)",118.79290970000001,530330027001,Blkgrp 0027001
1333,1334,20TH AVE NW,0.05033165,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,3022.0,0.0,,,"(47.67163796500006, -122.38212442099996)",265.7510946,530330047004,Blkgrp 0047004
1334,1335,24TH AVE NW,0.12090138,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,3600.0,0.0,,,"(47.67594849900007, -122.38758472899997)",638.3593081,530330032001,Blkgrp 0032001
1335,1336,5TH AVE NE,0.02736349,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,7316.0,0.0,,,"(47.68823223700008, -122.32297252799998)",144.45016669999998,530330027001,Blkgrp 0027001
1336,1337,8TH AVE NW,0.05067728,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,8402.0,0.0,,,"(47.68399654000007, -122.36600862799997)",267.57605950000004,530330030001,Blkgrp 0030001
1337,1338,NE 65TH ST,0.04835463,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,17251.0,0.0,,,"(47.67590414500006, -122.32543678199994)",255.31243650000002,530330036004,Blkgrp 0036004
1338,1339,BOSTON ST,0.05793308,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,9336.0,0.0,,,"(47.638319541000044, -122.35558657299998)",305.8866382,530330068002,Blkgrp 0068002
1339,1340,CALIFORNIA AVE SW,0.08703376,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,9574.0,0.0,,,"(47.53825195400003, -122.387287061)",459.5382603,530330116001,Blkgrp 0116001
1340,1341,FREMONT AVE N,0.0500534,,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,10528.0,0.0,,,"(47.69057898300008, -122.34991193299999)",264.2819707,530330017011,Blkgrp 0017011
1341,1342,8TH AVE NW,0.02516147,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,8392.0,0.0,,,"(47.67417227800007, -122.366095944)",132.8525702,530330034001,Blkgrp 0034001
1342,1343,W NICKERSON ST,0.14835858,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,23613.0,0.0,,,"(47.651637513000026, -122.36446198899995)",783.3331186,530330059001,Blkgrp 0059001
1343,1344,DEXTER AVE N,0.17833461,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,10080.0,0.0,,,"(47.627138384000034, -122.342326604)",941.6067537,530330067002,Blkgrp 0067002
1344,1345,17TH AVE SW,0.12375145,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,2505.0,819.0,,,"(47.53186870500008, -122.35639572199995)",653.4076677,530330114013,Blkgrp 0114013
1345,1346,E JEFFERSON ST,0.06231854,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,14217.0,0.0,,,"(47.60621255400008, -122.32074963199994)",329.0418786,530330085002,Blkgrp 0085002
1346,1347,S DAWSON ST,0.07885988,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,19812.0,0.0,,,"(47.55484952100005, -122.26984352399995)",416.3801574,530330102004,Blkgrp 0102004
1347,1348,SW HOLDEN ST,0.05913379,,,"In Street, Major Separation",0.0,,CITYWIDE,22363.0,507.0,,,"(47.53405330700008, -122.34927448599996)",312.2264106,530330108001,Blkgrp 0108001
1348,1349,DEXTER AVE N,0.0379014,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,10086.0,0.0,,,"(47.633420201000035, -122.34228296399999)",200.11936830000002,530330067001,Blkgrp 0067001
1349,1350,S JACKSON ST,0.14418834,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,20494.0,0.0,,,"(47.59918906300004, -122.31722284699998)",761.3144096,530330090002,Blkgrp 0090002
1350,1351,8TH AVE NW,0.12332193,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,8395.0,0.0,,,"(47.67598534700005, -122.36602339899997)",651.1397746,530330034001,Blkgrp 0034001
1351,1352,SW 106TH ST,0.05921608,,,"In Street, Minor Separation",0.0,,LOCAL,21627.0,790.0,,,"(47.50819496200006, -122.37340450199997)",312.66092280000004,530330120002,Blkgrp 0120002
1352,1353,8TH AVE NW,0.05690883,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,8411.0,0.0,,,"(47.689831652000066, -122.36599494499995)",300.4786322,530330030001,Blkgrp 0030001
1353,1354,24TH AVE NW,0.12918169,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,3603.0,0.0,,,"(47.681314017000034, -122.38754967399996)",682.0789745,530330031003,Blkgrp 0031003
